anime_id,name,episodes,aired,image_url,genres,type
124,新機動戦記ガンダムW,49,"Apr 7, 1995 to Mar 29, 1996",https://cdn.myanimelist.net/images/anime/1884/114414.jpg,"Action, Military, Sci-Fi, Space, Drama, Mecha",TV
1683,とある科学の超電磁砲[レールガン]T,25,"Jan 10, 2020 to Sep 25, 2020",https://cdn.myanimelist.net/images/anime/1819/103287.jpg,"Action, Sci-Fi, Super Power",TV
688,テニスの王子様,178,"Oct 10, 2001 to Mar 23, 2005",https://cdn.myanimelist.net/images/anime/6/21624.jpg,"Action, Comedy, Sports, School, Shounen",TV
430,スペース☆ダンディ,13,"Jan 5, 2014 to Mar 27, 2014",https://cdn.myanimelist.net/images/anime/4/56611.jpg,"Sci-Fi, Space, Comedy",TV
190,-クラナド-　もうひとつの世界　智代編,1,"Jul 16, 2008",https://cdn.myanimelist.net/images/anime/12/19620.jpg,"Drama, Romance, School, Slice of Life",Special
1133,神様はじめました,13,"Oct 2, 2012 to Dec 25, 2012",https://cdn.myanimelist.net/images/anime/3/85429.jpg,"Comedy, Demons, Supernatural, Romance, Fantasy, Shoujo",TV
1867,となりの吸血鬼さん,12,"Oct 5, 2018 to Dec 21, 2018",https://cdn.myanimelist.net/images/anime/1851/96154.jpg,"Comedy, Shoujo Ai, Slice of Life, Supernatural, Vampire",TV
1830,ウマ娘 プリティーダービー,13,"Apr 2, 2018 to Jun 18, 2018",https://cdn.myanimelist.net/images/anime/1683/91888.jpg,"Comedy, Slice of Life, Sports",TV
533,グラビテーション,13,"Oct 4, 2000 to Jan 10, 2001",https://cdn.myanimelist.net/images/anime/4/21856.jpg,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV
43,ONE PIECE,1,"Mar 4, 2000",https://cdn.myanimelist.net/images/anime/1770/97704.jpg,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Movie
289,PERSONA3 THE MOVIE —#1 Spring of Birth—,1,"Nov 23, 2013",https://cdn.myanimelist.net/images/anime/6/55287.jpg,"Action, Supernatural, Fantasy",Movie
259,黒執事,24,"Oct 3, 2008 to Mar 27, 2009",https://cdn.myanimelist.net/images/anime/5/27013.jpg,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",TV
258,紅,12,"Apr 4, 2008 to Jun 20, 2008",https://cdn.myanimelist.net/images/anime/2/8482.jpg,"Comedy, Drama, Martial Arts",TV
1130,響け！ユーフォニアム,13,"Apr 8, 2015 to Jul 1, 2015",https://cdn.myanimelist.net/images/anime/6/72445.jpg,"Music, School, Drama",TV
192,ディー・グレイマン,103,"Oct 3, 2006 to Sep 30, 2008",https://cdn.myanimelist.net/images/anime/13/75194.jpg,"Action, Adventure, Comedy, Super Power, Demons, Shounen",TV
1256,TARI TARI,13,"Jul 1, 2012 to Sep 23, 2012",https://cdn.myanimelist.net/images/anime/10/83575.jpg,"Music, Slice of Life, School",TV
1260,トップをねらえ！ GunBuster,6,"Oct 7, 1988 to Jul 7, 1989",https://cdn.myanimelist.net/images/anime/1303/92309.jpg,"Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space",OVA
859,Fate/Grand Order -First Order-,1,"Dec 31, 2016",https://cdn.myanimelist.net/images/anime/6/82651.jpg,"Action, Supernatural, Magic, Fantasy",Special
874,はじめの一歩 -Champion Road-,1,"Apr 18, 2003",https://cdn.myanimelist.net/images/anime/9/2361.jpg,"Comedy, Shounen, Sports",Special
1174,純情ロマンチカ 3,12,"Jul 9, 2015 to Sep 24, 2015",https://cdn.myanimelist.net/images/anime/2/74170.jpg,"Comedy, Drama, Romance, Shounen Ai",TV
383,とらドラ！,25,"Oct 2, 2008 to Mar 26, 2009",https://cdn.myanimelist.net/images/anime/13/22128.jpg,"Slice of Life, Comedy, Romance, School",TV
635,私がモテないのはどう考えてもお前らが悪い!,12,"Jul 9, 2013 to Sep 24, 2013",https://cdn.myanimelist.net/images/anime/12/51619.jpg,"Slice of Life, Comedy, School",TV
1456,とある科学の超電磁砲S,24,"Apr 12, 2013 to Sep 27, 2013",https://cdn.myanimelist.net/images/anime/7/75610.jpg,"Action, Sci-Fi, Super Power",TV
1122,DAYS,24,"Jul 2, 2016 to Dec 18, 2016",https://cdn.myanimelist.net/images/anime/11/88507.jpg,"Sports, School, Shounen",TV
358,デジモンアドベンチャー 劇場版,1,"Mar 6, 1999",https://cdn.myanimelist.net/images/anime/3/72452.jpg,"Action, Fantasy, Kids, Sci-Fi",Movie
