anime_id,name,episodes,aired,image_url,genres,type
1519,銀魂°,51,"Apr 8, 2015 to Mar 30, 2016",https://cdn.myanimelist.net/images/anime/3/72078.jpg,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV
1537,銀魂' 延長戦,13,"Oct 4, 2012 to Mar 28, 2013",https://cdn.myanimelist.net/images/anime/1452/123686.jpg,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV
20,鋼の錬金術師 FULLMETAL ALCHEMIST,64,"Apr 5, 2009 to Jul 4, 2010",https://cdn.myanimelist.net/images/anime/1208/94745.jpg,"Action, Military, Adventure, Comedy, Drama, Magic, Fantasy, Shounen",TV
823,進撃の巨人 Season3 Part.2,10,"Apr 29, 2019 to Jul 1, 2019",https://cdn.myanimelist.net/images/anime/1517/100633.jpg,"Action, Drama, Fantasy, Military, Mystery, Shounen, Super Power",TV
1536,銀魂',51,"Apr 4, 2011 to Mar 26, 2012",https://cdn.myanimelist.net/images/anime/4/50361.jpg,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",TV
55,STEINS GATE,24,"Apr 6, 2011 to Sep 14, 2011",https://cdn.myanimelist.net/images/anime/1935/127974.jpg,"Thriller, Sci-Fi",TV
570,ARIA The ORIGINATION,13,"Jan 8, 2008 to Apr 1, 2008",https://cdn.myanimelist.net/images/anime/1394/129606.jpg,"Sci-Fi, Slice of Life, Fantasy, Shounen",TV
252,君の名は。,1,"Aug 26, 2016",https://cdn.myanimelist.net/images/anime/5/87048.jpg,"Romance, Supernatural, School, Drama",Movie
56,涼宮ハルヒの消失,1,"Feb 6, 2010",https://cdn.myanimelist.net/images/anime/1248/112352.jpg,"Comedy, Mystery, Romance, School, Sci-Fi, Supernatural",Movie
52,千と千尋の神隠し,1,"Jul 20, 2001",https://cdn.myanimelist.net/images/anime/6/79597.jpg,"Adventure, Supernatural, Drama",Movie
284,おおかみこどもの雨と雪,1,"Jul 21, 2012",https://cdn.myanimelist.net/images/anime/9/35721.jpg,"Fantasy, Slice of Life",Movie
30,HUNTER×HUNTER（ハンター×ハンター）,148,"Oct 2, 2011 to Sep 24, 2014",https://cdn.myanimelist.net/images/anime/1337/99013.jpg,"Action, Adventure, Fantasy, Shounen, Super Power",TV
188,CLANNAD〜AFTER STORY〜 クラナド アフターストーリー,24,"Oct 3, 2008 to Mar 27, 2009",https://cdn.myanimelist.net/images/anime/1299/110774.jpg,"Slice of Life, Comedy, Supernatural, Drama, Romance",TV
503,3月のライオン 第2シリーズ,22,"Oct 14, 2017 to Mar 31, 2018",https://cdn.myanimelist.net/images/anime/3/88469.jpg,"Drama, Game, Seinen, Slice of Life",TV
674,銀河英雄伝説,110,"Jan 8, 1988 to Mar 17, 1997",https://cdn.myanimelist.net/images/anime/13/13225.jpg,"Military, Sci-Fi, Space, Drama",OVA
274,蟲師 続章,10,"Oct 19, 2014 to Dec 21, 2014",https://cdn.myanimelist.net/images/anime/9/68095.jpg,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV
1561,夏目友人帳 伍,11,"Oct 5, 2016 to Dec 21, 2016",https://cdn.myanimelist.net/images/anime/11/81755.jpg,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV
1540,夏目友人帳 陸,11,"Apr 12, 2017 to Jun 21, 2017",https://cdn.myanimelist.net/images/anime/6/84416.jpg,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV
37,もののけ姫,1,"Jul 12, 1997",https://cdn.myanimelist.net/images/anime/7/75919.jpg,"Action, Adventure, Fantasy",Movie
356,コードギアス 反逆のルルーシュ 続編,25,"Apr 6, 2008 to Sep 28, 2008",https://cdn.myanimelist.net/images/anime/1088/135089.jpg,"Action, Military, Sci-Fi, Super Power, Drama, Mecha",TV
40,蟲師,26,"Oct 23, 2005 to Jun 19, 2006",https://cdn.myanimelist.net/images/anime/2/73862.jpg,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",TV
1006,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,10,"Oct 8, 2016 to Dec 10, 2016",https://cdn.myanimelist.net/images/anime/7/81992.jpg,"Comedy, Sports, Drama, School, Shounen",TV
41,蟲師 続章,10,"Apr 5, 2014 to Jun 21, 2014",https://cdn.myanimelist.net/images/anime/13/58533.jpg,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",TV
120,るろうに剣心―明治剣客浪漫譚―追憶編,4,"Feb 20, 1999 to Sep 22, 1999",https://cdn.myanimelist.net/images/anime/1391/120839.jpg,"Action, Historical, Drama, Romance, Martial Arts, Samurai, Shounen",OVA
355,コードギアス 反逆のルルーシュ,25,"Oct 6, 2006 to Jul 29, 2007",https://cdn.myanimelist.net/images/anime/1032/135088.jpg,"Action, Military, Sci-Fi, Super Power, Drama, Mecha, School",TV
1535,劇場版 銀魂 完結篇 万事屋よ永遠なれ,1,"Jul 6, 2013",https://cdn.myanimelist.net/images/anime/10/51723.jpg,"Action, Sci-Fi, Comedy, Historical, Parody, Samurai, Shounen",Movie
1119,ちはやふる 3,24,"Oct 23, 2019 to Mar 25, 2020",https://cdn.myanimelist.net/images/anime/1898/110709.jpg,"Game, Slice of Life, Sports, Drama, School, Josei",TV
280,夏目友人帳 肆,13,"Jan 3, 2012 to Mar 27, 2012",https://cdn.myanimelist.net/images/anime/3/37449.jpg,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV
1538,銀魂。,12,"Jan 9, 2017 to Mar 27, 2017",https://cdn.myanimelist.net/images/anime/3/83528.jpg,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV
459,はじめの一歩 新シリーズ,26,"Jan 7, 2009 to Jul 1, 2009",https://cdn.myanimelist.net/images/anime/8/56617.jpg,"Comedy, Sports, Drama, Shounen",TV
649,フルーツバスケット 2nd season,25,"Apr 7, 2020 to Sep 22, 2020",https://cdn.myanimelist.net/images/anime/1972/111635.jpg,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",TV
966,傷物語〈Ⅲ冷血篇〉,1,"Jan 6, 2017",https://cdn.myanimelist.net/images/anime/1084/112813.jpg,"Action, Mystery, Supernatural, Vampire",Movie
59,天元突破グレンラガン,27,"Apr 1, 2007 to Sep 30, 2007",https://cdn.myanimelist.net/images/anime/4/5123.jpg,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV
28,ハウルの動く城,1,"Nov 20, 2004",https://cdn.myanimelist.net/images/anime/5/75810.jpg,"Adventure, Drama, Fantasy, Romance",Movie
973,〈物語〉シリーズ セカンドシーズン,26,"Jul 7, 2013 to Dec 29, 2013",https://cdn.myanimelist.net/images/anime/1807/121534.jpg,"Mystery, Comedy, Supernatural, Romance, Vampire",TV
1368,宇宙戦艦ヤマト2199,26,"May 25, 2012 to Oct 25, 2013",https://cdn.myanimelist.net/images/anime/2/36607.jpg,"Action, Military, Sci-Fi, Space, Drama",OVA
672,モブサイコ100 II,13,"Jan 7, 2019 to Apr 1, 2019",https://cdn.myanimelist.net/images/anime/1918/96303.jpg,"Action, Slice of Life, Comedy, Supernatural",TV
255,聲の形,1,"Sep 17, 2016",https://cdn.myanimelist.net/images/anime/1122/96435.jpg,"Drama, School, Shounen",Movie
1221,ベルサイユのばら,40,"Oct 10, 1979 to Sep 3, 1980",https://cdn.myanimelist.net/images/anime/9/57043.jpg,"Military, Historical, Drama, Romance, Shoujo",TV
634,うさぎドロップ,11,"Jul 8, 2011 to Sep 16, 2011",https://cdn.myanimelist.net/images/anime/2/29665.jpg,"Slice of Life, Josei",TV
458,はじめの一歩 THE FIGHTING!,75,"Oct 4, 2000 to Mar 27, 2002",https://cdn.myanimelist.net/images/anime/4/86334.jpg,"Comedy, Sports, Drama, Shounen",TV
347,続 夏目友人帳,13,"Jan 6, 2009 to Mar 31, 2009",https://cdn.myanimelist.net/images/anime/4/79738.jpg,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV
972,魔道祖师,15,"Jul 9, 2018 to Oct 6, 2018",https://cdn.myanimelist.net/images/anime/1253/93893.jpg,"Action, Adventure, Mystery, Historical, Supernatural",ONA
1568,銀魂. 銀ノ魂篇,12,"Jan 8, 2018 to Mar 26, 2018",https://cdn.myanimelist.net/images/anime/12/89603.jpg,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",TV
38,モンスター,74,"Apr 7, 2004 to Sep 28, 2005",https://cdn.myanimelist.net/images/anime/10/18793.jpg,"Drama, Horror, Mystery, Police, Psychological, Seinen, Thriller",TV
