anime_id,name,episodes,aired,image_url,genres,type
1603,FORTUNE ARTERIAL 赤い約束,12,"Oct 9, 2010 to Dec 25, 2010",https://cdn.myanimelist.net/images/anime/11/26876.jpg,"Comedy, Romance, School, Supernatural, Vampire",TV
784,ダンスインザヴァンパイアバンド,12,"Jan 7, 2010 to Apr 1, 2010",https://cdn.myanimelist.net/images/anime/1062/124809.jpg,"Action, Supernatural, Vampire",TV
799,ドッグデイズ,13,"Apr 2, 2011 to Jun 25, 2011",https://cdn.myanimelist.net/images/anime/9/75378.jpg,"Action, Adventure, Fantasy, Magic",TV
728,アマガミSS,25,"Jul 2, 2010 to Dec 24, 2010",https://cdn.myanimelist.net/images/anime/10/78699.jpg,"Slice of Life, Comedy, Romance, School",TV
567,あそびにいくヨ!,12,"Jul 11, 2010 to Sep 26, 2010",https://cdn.myanimelist.net/images/anime/7/75583.jpg,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV
414,機動戦士ガンダム00,25,"Oct 6, 2007 to Mar 29, 2008",https://cdn.myanimelist.net/images/anime/3/13200.jpg,"Action, Military, Sci-Fi, Space, Drama, Mecha",TV
571,IS 〈インフィニット・ストラトス〉,12,"Jan 7, 2011 to Apr 1, 2011",https://cdn.myanimelist.net/images/anime/3/74045.jpg,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",TV
741,アスタロッテのおもちゃ！,12,"Apr 11, 2011 to Jun 26, 2011",https://cdn.myanimelist.net/images/anime/3/75562.jpg,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",TV
149,D.C.～ダ・カーポ～,26,"Jul 5, 2003 to Dec 27, 2003",https://cdn.myanimelist.net/images/anime/4/73936.jpg,"Harem, Drama, Magic, Romance",TV
553,境界線上のホライゾン,13,"Oct 2, 2011 to Dec 25, 2011",https://cdn.myanimelist.net/images/anime/6/79598.jpg,"Action, Sci-Fi, Fantasy",TV
725,あかね色に染まる坂,12,"Oct 3, 2008 to Dec 19, 2008",https://cdn.myanimelist.net/images/anime/9/21525.jpg,"Harem, Comedy, Romance, Ecchi, School",TV
394,いぬかみっ!,26,"Apr 6, 2006 to Sep 28, 2006",https://cdn.myanimelist.net/images/anime/1405/110246.jpg,"Comedy, Ecchi, Romance, Shounen, Supernatural",TV
1339,超次元ゲイム ネプテューヌ THE ANIMATION,12,"Jul 12, 2013 to Sep 27, 2013",https://cdn.myanimelist.net/images/anime/6/52141.jpg,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV
299,機動戦士ガンダムSEED,50,"Oct 5, 2002 to Sep 27, 2003",https://cdn.myanimelist.net/images/anime/1792/91081.jpg,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",TV
1376,フリージング,12,"Jan 8, 2011 to Apr 7, 2011",https://cdn.myanimelist.net/images/anime/10/28535.jpg,"Action, Sci-Fi, Harem, Drama, Romance, Ecchi, Martial Arts, Seinen",TV
1589,タユタマ -Kiss on my Deity-,12,"Apr 6, 2009 to Jun 22, 2009",https://cdn.myanimelist.net/images/anime/2/11972.jpg,"Harem, Romance, Supernatural",TV
