anime_id,name,episodes,aired,image_url,genres,type
322,ご愁傷さま二ノ宮くん,12,"Oct 5, 2007 to Dec 21, 2007",https://cdn.myanimelist.net/images/anime/6/75603.jpg,"Harem, Comedy, Ecchi, Fantasy",TV
726,アキカン!,12,"Jan 4, 2009 to Mar 29, 2009",https://cdn.myanimelist.net/images/anime/5/47093.jpg,"Comedy, Ecchi, Fantasy, Romance",TV
725,あかね色に染まる坂,12,"Oct 3, 2008 to Dec 19, 2008",https://cdn.myanimelist.net/images/anime/9/21525.jpg,"Harem, Comedy, Romance, Ecchi, School",TV
742,明日のよいち！,12,"Jan 9, 2009 to Mar 27, 2009",https://cdn.myanimelist.net/images/anime/6/20621.jpg,"Harem, Comedy, Romance, Ecchi, Martial Arts, Shounen",TV
563,あまえないでよっ!!,12,"Jul 1, 2005 to Sep 16, 2005",https://cdn.myanimelist.net/images/anime/2/32071.jpg,"Comedy, Ecchi, Harem, Romance, Supernatural",TV
1589,タユタマ -Kiss on my Deity-,12,"Apr 6, 2009 to Jun 22, 2009",https://cdn.myanimelist.net/images/anime/2/11972.jpg,"Harem, Romance, Supernatural",TV
567,あそびにいくヨ!,12,"Jul 11, 2010 to Sep 26, 2010",https://cdn.myanimelist.net/images/anime/7/75583.jpg,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV
329,風のスティグマ,24,"Apr 13, 2007 to Sep 21, 2007",https://cdn.myanimelist.net/images/anime/1558/100478.jpg,"Action, Magic, Romance, Fantasy, Shounen",TV
681,GIRLSブラボー first season,11,"Jul 5, 2004 to Sep 27, 2004",https://cdn.myanimelist.net/images/anime/12/48027.jpg,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV
558,ああっ女神さまっ,24,"Jan 7, 2005 to Jul 8, 2005",https://cdn.myanimelist.net/images/anime/1976/99376.jpg,"Comedy, Supernatural, Magic, Romance, Seinen",TV
149,D.C.～ダ・カーポ～,26,"Jul 5, 2003 to Dec 27, 2003",https://cdn.myanimelist.net/images/anime/4/73936.jpg,"Harem, Drama, Magic, Romance",TV
394,いぬかみっ!,26,"Apr 6, 2006 to Sep 28, 2006",https://cdn.myanimelist.net/images/anime/1405/110246.jpg,"Comedy, Ecchi, Romance, Shounen, Supernatural",TV
106,君が望む永遠,14,"Oct 5, 2003 to Jan 4, 2004",https://cdn.myanimelist.net/images/anime/5/10227.jpg,"Drama, Romance, Slice of Life",TV
320,ドラゴノーツ-ザ・レソナンス-,25,"Oct 4, 2007 to Mar 27, 2008",https://cdn.myanimelist.net/images/anime/1523/134026.jpg,"Action, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV
784,ダンスインザヴァンパイアバンド,12,"Jan 7, 2010 to Apr 1, 2010",https://cdn.myanimelist.net/images/anime/1062/124809.jpg,"Action, Supernatural, Vampire",TV
523,藍より青し,24,"Apr 11, 2002 to Sep 26, 2002",https://cdn.myanimelist.net/images/anime/7/10172.jpg,"Harem, Slice of Life, Comedy, Drama, Romance",TV
125,sola,13,"Apr 7, 2007 to Jun 30, 2007",https://cdn.myanimelist.net/images/anime/7/46119.jpg,"Drama, Romance, Slice of Life, Supernatural",TV
316,武装錬金,26,"Oct 5, 2006 to Mar 29, 2007",https://cdn.myanimelist.net/images/anime/6/75566.jpg,"Action, Fantasy, Supernatural, Comedy, School, Shounen",TV
690,キミキス pure rouge,24,"Oct 7, 2007 to Mar 23, 2008",https://cdn.myanimelist.net/images/anime/3/19934.jpg,"Drama, Romance, School",TV
689,ブラスレイター,24,"Apr 6, 2008 to Sep 28, 2008",https://cdn.myanimelist.net/images/anime/1154/133811.jpg,"Action, Sci-Fi",TV
330,君が主で執事が俺で,13,"Jan 6, 2008 to Mar 30, 2008",https://cdn.myanimelist.net/images/anime/5/21532.jpg,"Comedy, Ecchi, Harem, Parody, Romance",TV
675,かのこん,12,"Apr 5, 2008 to Jun 21, 2008",https://cdn.myanimelist.net/images/anime/11/9490.jpg,"Comedy, Ecchi, Harem, Romance, School, Shounen, Slice of Life, Supernatural",TV
413,ガン×ソード,26,"Jul 4, 2005 to Dec 26, 2005",https://cdn.myanimelist.net/images/anime/3/25380.jpg,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV
783,だから僕は、Hができない。,12,"Jul 6, 2012 to Sep 25, 2012",https://cdn.myanimelist.net/images/anime/4/75102.jpg,"Comedy, Supernatural, Romance, Ecchi",TV
315,亡念のザムド,26,"Jul 15, 2008 to Feb 4, 2009",https://cdn.myanimelist.net/images/anime/2/23189.jpg,"Action, Military, Sci-Fi, Adventure",ONA
331,これが私の御主人様,12,"Apr 8, 2005 to Jul 1, 2005",https://cdn.myanimelist.net/images/anime/11/80500.jpg,"Comedy, Ecchi, Slice of Life",TV
441,Ｄ・Ｎ・ＡＮＧＥＬ,26,"Apr 3, 2003 to Sep 25, 2003",https://cdn.myanimelist.net/images/anime/1126/98904.jpg,"Action, Comedy, Magic, Romance, Fantasy, School, Shoujo",TV
314,ブラック・ブラッド・ブラザーズ,12,"Sep 8, 2006 to Nov 24, 2006",https://cdn.myanimelist.net/images/anime/5/13804.jpg,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",TV
743,アスラクライン,13,"Apr 2, 2009 to Jun 25, 2009",https://cdn.myanimelist.net/images/anime/7/17071.jpg,"Action, Supernatural, Mecha",TV
10,ディアーズ,12,"Jul 11, 2004 to Sep 26, 2004",https://cdn.myanimelist.net/images/anime/1207/98872.jpg,"Sci-Fi, Harem, Comedy, Romance, Ecchi, Shounen",TV
776,鋼殻のレギオス,24,"Jan 11, 2009 to Jun 21, 2009",https://cdn.myanimelist.net/images/anime/9/12238.jpg,"Action, Adventure, Fantasy, School, Sci-Fi",TV
770,カンピオーネ！ ～まつろわぬ神々と神殺しの魔王～,13,"Jul 6, 2012 to Sep 28, 2012",https://cdn.myanimelist.net/images/anime/13/75662.jpg,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance",TV
1038,プリンセスラバー!,12,"Jul 6, 2009 to Sep 21, 2009",https://cdn.myanimelist.net/images/anime/7/75519.jpg,"Harem, Comedy, Ecchi, School",TV
682,GIRLSブラボー second season,13,"Jan 27, 2005 to Apr 21, 2005",https://cdn.myanimelist.net/images/anime/1538/133872.jpg,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV
1109,初恋限定。,12,"Apr 12, 2009 to Jun 28, 2009",https://cdn.myanimelist.net/images/anime/7/15520.jpg,"Comedy, Romance, School, Shounen",TV
321,ドルアーガの塔 〜the Aegis of URUK〜,12,"Apr 5, 2008 to Jun 21, 2008",https://cdn.myanimelist.net/images/anime/5/75646.jpg,"Adventure, Comedy, Fantasy",TV
986,ティアーズ・トゥ・ティアラ,26,"Apr 6, 2009 to Sep 28, 2009",https://cdn.myanimelist.net/images/anime/6/18547.jpg,"Action, Adventure, Fantasy, Magic",TV
318,カオスヘッド,12,"Oct 9, 2008 to Dec 25, 2008",https://cdn.myanimelist.net/images/anime/13/15443.jpg,"Sci-Fi, Harem, Mystery, Psychological, Supernatural",TV
237,かんなぎ,13,"Oct 4, 2008 to Dec 27, 2008",https://cdn.myanimelist.net/images/anime/3/19724.jpg,"Comedy, School, Shounen, Supernatural",TV
1603,FORTUNE ARTERIAL 赤い約束,12,"Oct 9, 2010 to Dec 25, 2010",https://cdn.myanimelist.net/images/anime/11/26876.jpg,"Comedy, Romance, School, Supernatural, Vampire",TV
121,スクライド,26,"Jul 4, 2001 to Dec 26, 2001",https://cdn.myanimelist.net/images/anime/8/89882.jpg,"Action, Sci-Fi, Adventure, Super Power, Drama",TV
396,ながされて藍蘭島,26,"Apr 5, 2007 to Sep 27, 2007",https://cdn.myanimelist.net/images/anime/7/75254.jpg,"Harem, Comedy, Romance, Ecchi, Fantasy, Shounen",TV
